Unitcell_volume,Density,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,Largest_included_sphere,Largest_free_sphere,Largest_included_sphere_along_free_path,name
729.035,2.82716,148.067,0.2031,0.0718388,0.0,0.0,0.0,57.1459,783.857,277.259,0.0,0.0,0.0,4.90478,3.42642,4.90478,SUKKOZ_clean
7568.15,0.69251,4426.61,0.5849,0.844609,0.0,0.0,0.0,1473.07,1946.41,2810.66,0.0,0.0,0.0,10.23682,7.29937,9.96206,HUQGUX_clean
912.335,2.49034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36193,1.1391,2.3008,qmof-82a10be
1117.24,1.66113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75186,1.36031,2.74698,qmof-4280630
982.631,1.61518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27938,1.23672,2.27168,qmof-e08aa2c
1923.72,1.32064,348.963,0.1814,0.137357,0.0,0.0,0.0,147.673,767.64,581.263,0.0,0.0,0.0,6.3226,4.50879,6.3226,qmof-749e21d
1228.71,1.73853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25596,1.06998,2.24595,qmof-0c9867d
2680.3,1.00677,774.606,0.289,0.287057,0.0,0.0,0.0,352.668,1315.78,1306.93,0.0,0.0,0.0,6.10936,3.57023,6.10936,HAJPEQ_clean
740.796,1.63123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86054,0.99662,1.82772,qmof-59f3c10
748.042,2.4747,0.0,0.0,0.0,60.6662,0.0811,0.0327716,0.0,0.0,0.0,18.6464,249.269,100.727,3.83067,0.92727,3.83051,qmof-d8a055c
701.053,1.75584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17545,1.2404,1.86825,qmof-200091d
3598.99,2.16529,0.0,0.0,0.0,349.822,0.0972,0.0448901,0.0,0.0,0.0,162.568,451.704,208.611,4.05762,1.36001,4.0069,qmof-60d19c2
2709.44,1.15152,933.404,0.3445,0.29917,0.0,0.0,0.0,426.788,1575.19,1367.92,0.0,0.0,0.0,7.13776,4.81265,7.12897,FEGNIQ_clean
1129.65,1.98798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05341,0.69497,2.05341,qmof-d2ed0fc
984.3,1.78455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51635,0.87008,2.51635,qmof-ebed62f
3941.21,0.855998,2246.88,0.5701,0.666007,0.0,0.0,0.0,858.795,2179.01,2545.58,0.0,0.0,0.0,10.44954,5.4393,9.47506,YAWBAC_clean
605.859,1.74738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03596,1.23347,2.02983,qmof-7ecc855
1521.88,1.55594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120763,0.0793512,0.0509989,2.83554,1.24033,2.83554,qmof-72dc736
1681.26,2.39033,0.0,0.0,0.0,33.4571,0.0199,0.0083252,0.0,0.0,0.0,6.04275,35.9417,15.0363,3.45682,2.1943,3.45682,qmof-f44b97c
15482.7,2.64249,6394.37,0.413,0.156292,0.0,0.0,0.0,3438.66,2220.96,840.48,0.0,0.0,0.0,8.11944,4.72444,8.11459,QOZWAF_clean
21808.1,0.576207,14528.5,0.6662,1.15618,0.0,0.0,0.0,6305.73,2891.46,5018.1,0.0,0.0,0.0,9.78478,6.17017,9.67428,TOHSAL_clean
1227.27,1.91581,440.1,0.3586,0.18718,0.0,0.0,0.0,213.297,1737.98,907.178,0.0,0.0,0.0,4.58615,3.86246,4.58615,qmof-cc51504
1178.58,1.36261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58004,0.90418,2.57999,qmof-5350baf
2536.26,1.66343,657.652,0.2593,0.155883,0.0,0.0,0.0,265.365,1046.28,628.993,0.0,0.0,0.0,7.47921,6.85348,7.47921,qmof-76fb294
863.011,1.45523,99.0737,0.1148,0.0788879,66.1067,0.0766,0.0526378,38.1429,441.975,303.715,19.8537,230.052,158.086,4.52908,2.96859,4.52908,ZAXWAY_clean
2182.86,1.80231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4205,47.7379,26.4871,3.3154,2.21557,3.30805,qmof-bca829e
2606.25,1.70187,0.0,0.0,0.0,634.1,0.2433,0.14296,0.0,0.0,0.0,260.216,998.434,586.667,4.82875,2.55725,4.82875,KIRTOW_clean
3042.88,1.02236,0.0,0.0,0.0,686.778,0.2257,0.220764,0.0,0.0,0.0,306.731,1008.03,985.983,4.31901,2.41267,4.30985,qmof-1abfaf9
1790.39,1.17134,0.0,0.0,0.0,474.453,0.265,0.226237,0.0,0.0,0.0,198.599,1109.25,946.994,5.23679,2.4383,5.22278,ARUCUN_clean
1156.56,1.7828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66431,0.77799,2.646,qmof-ead21d1
9436.46,0.931594,4717.29,0.4999,0.536607,0.0,0.0,0.0,1805.14,1912.95,2053.41,0.0,0.0,0.0,9.32416,8.06269,9.03967,UWUKII_clean
1690.0,0.876532,998.619,0.5909,0.674134,0.0,0.0,0.0,418.221,2474.68,2823.27,0.0,0.0,0.0,7.50015,6.78537,7.34465,DAXHUH_clean
1227.36,2.10024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75376,0.83365,1.75376,qmof-5ea1778
2689.66,1.70712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74857,1.18614,2.58164,qmof-da6d7b3
6245.96,1.64446,1528.39,0.2447,0.148802,61.835,0.0099,0.0060202,854.178,1367.57,831.62,19.7544,31.6274,19.2327,5.40165,3.19554,5.39878,EPAVAU_clean
2694.58,1.2016,768.495,0.2852,0.23735,41.2271,0.0153,0.012733,300.751,1116.13,928.873,15.6987,58.2601,48.4854,4.99883,3.11593,4.98562,RUKMEQ_clean
1459.97,1.56666,231.988,0.1589,0.101426,0.0,0.0,0.0,92.3243,632.373,403.645,0.0,0.0,0.0,4.90644,3.56254,4.90304,OKAYIK_clean
2029.23,1.25252,844.565,0.4162,0.33229,0.0,0.0,0.0,378.312,1864.31,1488.45,0.0,0.0,0.0,5.53441,4.31039,5.4182,qmof-00e335d
889.69,1.60167,160.589,0.1805,0.112695,0.0,0.0,0.0,73.91,830.738,518.671,0.0,0.0,0.0,4.6286,4.18004,4.6286,qmof-7e3ab62
1065.71,2.95883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02203,1.27579,2.01751,qmof-d3d45c4
3176.31,1.23973,1519.23,0.4783,0.385811,0.0,0.0,0.0,728.608,2293.88,1850.31,0.0,0.0,0.0,6.48019,5.4599,6.48019,DUWGEJ_clean
2148.34,1.47598,347.601,0.1618,0.109622,10.7417,0.005,0.00338759,151.758,706.398,478.597,2.53978,11.8221,8.00967,3.90698,2.80773,3.89747,TANNUT_clean
1193.7,2.99955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2503,1.09598,2.2503,qmof-03faa10
835.828,1.58042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93036,1.07408,1.72255,qmof-21270fb
1006.37,1.76302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.10885,1.0266,1.91258,qmof-c0d2614
1751.24,1.57976,396.832,0.2266,0.14344,0.0,0.0,0.0,179.904,1027.29,650.285,0.0,0.0,0.0,4.32392,3.24783,4.31762,qmof-ba60a35
1036.43,1.65999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49079,1.13312,2.48457,qmof-8cdd2eb
514.859,1.59764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31137,1.10988,2.31137,qmof-6683238
3349.61,1.50139,321.228,0.0959,0.0638743,58.6182,0.0175,0.0116559,150.526,449.383,299.312,29.5685,88.2743,58.7952,5.14569,3.06131,5.14569,qmof-56a86e6
618.224,1.58101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05718,1.36288,1.76534,qmof-2ba0cce
925.591,1.90421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67384,0.85432,1.65894,qmof-7a72222
965.841,1.73121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11467,1.14862,1.61887,qmof-35fb0ca
1199.14,1.62385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69579,1.11811,1.67959,qmof-094542b
1015.03,2.07432,320.75,0.316,0.152339,0.0,0.0,0.0,130.662,1287.27,620.576,0.0,0.0,0.0,4.30909,3.88511,4.30649,KIBDIJ_clean
1320.42,2.33874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15151,1.01153,2.1175,qmof-dc59205
3343.56,0.888887,1807.53,0.5406,0.608176,0.0,0.0,0.0,992.768,2969.2,3340.35,0.0,0.0,0.0,4.93394,4.21799,4.93394,SIKGAW_clean
6429.29,1.47447,2011.08,0.3128,0.212144,0.0,0.0,0.0,1005.27,1563.58,1060.43,0.0,0.0,0.0,6.08017,4.81618,6.08017,qmof-cb0a854
450.117,1.75263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49086,0.74352,1.48829,qmof-646df48
4367.92,0.790491,2378.77,0.5446,0.688939,0.0,0.0,0.0,964.81,2208.85,2794.28,0.0,0.0,0.0,8.29809,6.85068,8.29809,SOPLOA_clean
1260.68,1.6367,377.448,0.2994,0.182929,62.4037,0.0495,0.0302438,166.47,1320.47,806.792,21.7185,172.276,105.258,5.70014,3.65365,5.70014,PENYIR_clean
1761.41,1.75963,445.813,0.2531,0.143837,0.0,0.0,0.0,216.782,1230.73,699.426,0.0,0.0,0.0,4.643,3.93892,4.50127,qmof-939c713
877.803,1.5866,217.695,0.248,0.156309,0.0,0.0,0.0,91.4837,1042.19,656.87,0.0,0.0,0.0,4.49857,3.8442,4.48892,DEGJIK_clean
8616.39,0.979603,4252.19,0.4935,0.503775,0.0,0.0,0.0,1812.11,2103.1,2146.89,0.0,0.0,0.0,8.8027,3.99777,8.80075,SOZSAD_clean
6909.19,0.462491,5613.02,0.8124,1.75658,0.0,0.0,0.0,1315.61,1904.14,4117.14,0.0,0.0,0.0,17.98261,9.34908,17.98261,GEBPEK_clean
615.659,1.55538,66.8606,0.1086,0.069822,0.0,0.0,0.0,16.6879,271.057,174.27,0.0,0.0,0.0,3.80001,2.90896,3.80001,qmof-ddada0e
604.225,1.76864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46985,0.85951,1.46985,qmof-99861b8
983.436,1.06245,425.434,0.4326,0.407172,0.0,0.0,0.0,193.254,1965.09,1849.58,0.0,0.0,0.0,5.40787,4.0266,5.31099,qmof-40d569a
1364.36,1.86268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26274,1.04108,2.24888,qmof-e392a20
3587.05,1.66102,206.973,0.0577,0.0347378,433.675,0.1209,0.0727868,106.831,297.823,179.302,188.449,525.358,316.287,4.10082,2.80662,4.0776,XUCSAR01_clean
2232.42,1.90582,575.742,0.2579,0.135322,0.0,0.0,0.0,236.846,1060.94,556.682,0.0,0.0,0.0,7.16776,4.98308,7.16776,WUTCAP_clean
863.872,1.33382,325.075,0.3763,0.282121,0.0,0.0,0.0,125.461,1452.31,1088.83,0.0,0.0,0.0,4.41091,3.06348,4.39628,IQIDES_clean
4117.4,1.51166,1073.82,0.2608,0.172526,0.0,0.0,0.0,505.21,1227.01,811.698,0.0,0.0,0.0,5.54366,4.1547,5.54366,WIYWOS_clean
1196.52,1.58433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79436,1.209,2.77881,qmof-d841e1f
644.95,1.80414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54827,0.50527,1.52105,qmof-c124b27
4647.4,1.71856,0.0,0.0,0.0,922.508,0.1985,0.115504,0.0,0.0,0.0,361.002,776.784,451.998,5.93012,2.53015,5.93012,FELVUP_clean
4623.43,1.30647,1336.17,0.289,0.221207,0.0,0.0,0.0,635.522,1374.57,1052.13,0.0,0.0,0.0,6.24947,5.12409,6.24249,MUJRIT_clean
947.644,1.70479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1244,1.02771,1.87609,qmof-73c8924
578.006,1.83257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76393,0.94514,1.76393,qmof-6ecacb7
2236.46,1.53306,415.087,0.1856,0.121065,0.0,0.0,0.0,187.37,837.798,546.489,0.0,0.0,0.0,4.76718,3.79485,4.76017,qmof-afb7457
1188.31,2.51198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82734,1.31082,1.82734,qmof-f524161
1352.49,1.75136,0.0,0.0,0.0,11.0904,0.0082,0.00468207,0.0,0.0,0.0,3.31864,24.5372,14.0104,2.98052,1.28552,2.96704,qmof-422216b
601.586,2.8549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07647,0.81668,1.96043,qmof-8b2efc2
1102.2,2.37877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6929,0.96567,1.68278,qmof-ed7cf13
1891.65,2.11225,0.0,0.0,0.0,239.862,0.1268,0.0600308,0.0,0.0,0.0,101.747,537.874,254.645,4.68108,1.97257,4.68108,qmof-7ee5feb
3471.6,1.2151,617.25,0.1778,0.146326,335.703,0.0967,0.0795823,290.474,836.715,688.6,134.638,387.826,319.173,5.40728,3.62986,4.72861,VECWUX_clean
907.936,1.81168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.92516,1.90599,qmof-863257c
981.654,1.61169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3435,1.09522,2.3435,qmof-ba0d6c4
2499.97,1.53288,0.0,0.0,0.0,157.998,0.0632,0.0412295,0.0,0.0,0.0,50.3701,201.483,131.44,3.39936,2.62145,3.39931,qmof-7f9a9ed
1132.56,1.60704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.60858,1.60259,2.60858,qmof-8a007d6
887.604,1.71114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92741,0.94458,1.92741,qmof-c49d30b
897.775,2.1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76523,1.05226,1.76523,qmof-9cd9fbd
1140.56,1.96625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85343,0.9705,1.84833,qmof-bfeaa60
1820.12,1.50306,0.0,0.0,0.0,144.518,0.0794,0.0528255,0.0,0.0,0.0,54.4003,298.882,198.849,3.79332,2.28343,3.75181,qmof-54c7a8f
1712.15,1.32106,761.908,0.445,0.336851,0.0,0.0,0.0,398.185,2325.64,1760.43,0.0,0.0,0.0,5.17368,3.65189,5.16839,BUWLUC_clean
13736.5,1.04037,7009.71,0.5103,0.490499,15.1101,0.0011,0.00105732,2224.78,1619.62,1556.77,6.02606,4.38691,4.21669,17.36935,5.40179,17.36935,GIXGOK_clean
4589.43,1.01975,2187.32,0.4766,0.467369,0.0,0.0,0.0,985.106,2146.47,2104.89,0.0,0.0,0.0,6.64538,5.8584,6.63953,UZIJUJ_clean
2197.73,2.54909,0.0,0.0,0.0,11.8677,0.0054,0.0021184,0.0,0.0,0.0,2.76827,12.5961,4.94139,2.98243,1.98474,2.94553,qmof-6aff677
1371.8,1.66779,0.0,0.0,0.0,213.864,0.1559,0.0934773,0.0,0.0,0.0,85.2035,621.105,372.413,4.98554,2.07964,4.98554,qmof-774c51c
566.692,1.8207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08545,1.16107,2.07994,qmof-cc53b25
776.77,2.04786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80597,1.36199,1.80597,qmof-43a7c42
2314.44,1.27794,0.0,0.0,0.0,374.708,0.1619,0.126688,0.0,0.0,0.0,168.897,729.75,571.037,4.17585,2.56022,4.17135,LAZHUR_clean
861.468,1.7245,58.2353,0.0676,0.0391999,0.0,0.0,0.0,17.7284,205.793,119.335,0.0,0.0,0.0,3.22611,3.07398,3.22611,qmof-8aecaef
1139.68,1.47185,242.068,0.2124,0.144308,0.0,0.0,0.0,123.136,1080.44,734.071,0.0,0.0,0.0,4.55803,2.95053,4.54939,MIXKUB_clean
673.049,2.29396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83157,1.06729,1.76404,qmof-cc3b49d
1353.64,1.23265,211.574,0.1563,0.1268,0.0,0.0,0.0,103.667,765.837,621.293,0.0,0.0,0.0,4.06935,3.13319,3.96695,qmof-71a0ea3
913.316,2.91429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6213,1.13979,2.05249,qmof-53f3394
4947.13,1.06665,1391.63,0.2813,0.263723,0.0,0.0,0.0,714.255,1443.78,1353.56,0.0,0.0,0.0,5.41419,2.81451,5.40973,qmof-26b69bc
847.809,2.4568,0.0,0.0,0.0,13.141,0.0155,0.00630903,0.0,0.0,0.0,5.3828,63.4908,25.8429,3.18769,1.14875,3.18769,qmof-6e3cb86
3125.7,1.69858,0.0,0.0,0.0,211.297,0.0676,0.039798,0.0,0.0,0.0,85.4856,273.493,161.013,3.97,2.19463,3.9666,qmof-72bcd8e
1425.26,1.3144,346.052,0.2428,0.184723,0.0,0.0,0.0,154.734,1085.66,825.969,0.0,0.0,0.0,5.34746,4.0768,5.33447,qmof-19b5170
878.194,3.24141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64487,0.90758,1.64487,qmof-36b3041
7960.11,1.02358,3881.35,0.4876,0.476365,0.0,0.0,0.0,1821.87,2288.74,2236.01,0.0,0.0,0.0,8.41834,4.77784,8.41834,OYIVEY_clean
968.235,2.16683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32572,1.23225,2.31247,qmof-9a7a487
4657.15,1.4981,0.0,0.0,0.0,930.033,0.1997,0.133302,0.0,0.0,0.0,367.131,788.316,526.211,5.94255,2.54332,5.94255,FELWUQ_clean
2775.59,1.47977,392.746,0.1415,0.0956233,0.0,0.0,0.0,187.49,675.496,456.488,0.0120763,0.0435089,0.0294026,5.32197,3.03884,5.22232,qmof-8aec8b9
1613.27,2.26483,0.0,0.0,0.0,12.9062,0.008,0.00353228,0.0,0.0,0.0,2.396,14.8518,6.5576,3.13203,1.58001,3.11966,qmof-3db6ff9
2260.33,1.4416,519.198,0.2297,0.159337,0.0,0.0,0.0,229.656,1016.03,704.793,0.0,0.0,0.0,4.20754,3.12891,3.74966,qmof-efc274d
873.006,1.87807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90714,0.97695,1.89964,qmof-d5e9981
2467.25,1.42118,390.072,0.1581,0.111246,228.961,0.0928,0.0652979,180.057,729.786,513.508,101.228,410.285,288.694,5.47407,4.02996,5.47407,qmof-58dedce
2097.14,1.38015,314.78,0.1501,0.108757,0.0,0.0,0.0,133.705,637.561,461.952,0.0,0.0,0.0,5.63253,4.71599,5.62214,qmof-c522b2f
5038.12,1.05922,2774.49,0.5507,0.519912,0.0,0.0,0.0,1194.9,2371.71,2239.12,0.0,0.0,0.0,7.25095,6.26717,7.11762,FUWFUA_clean
1325.59,1.64595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26313,1.32783,2.26105,qmof-1a947f4
6194.53,1.01608,2255.43,0.3641,0.358337,0.0,0.0,0.0,1252.09,2021.28,1989.29,0.0,0.0,0.0,5.77351,3.75619,5.57611,qmof-b8ef003
1499.69,2.36351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25337,0.85295,1.76168,qmof-b1156fe
3886.67,1.07613,1732.29,0.4457,0.414168,0.0,0.0,0.0,773.507,1990.15,1849.36,0.0,0.0,0.0,7.56418,6.68185,7.42638,NATHUO_clean
821.531,1.95089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292126,3.55587,1.82269,2.91331,1.21267,2.90641,qmof-b3f8839
14302.0,1.52944,2425.62,0.1696,0.11089,0.0,0.0,0.0,1516.44,1060.3,693.256,0.0,0.0,0.0,6.69422,3.28692,6.68197,BAXREY_clean
430.123,3.23862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62638,0.89269,1.51459,qmof-a7b4a13
2092.62,1.53877,227.258,0.1086,0.0705756,0.0,0.0,0.0,99.6886,476.383,309.586,0.0,0.0,0.0,4.1626,3.51416,4.1626,qmof-ebd2330
1206.23,1.63692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41134,1.00501,2.41117,qmof-276c5e9
1137.73,2.57354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92852,0.95233,1.91324,qmof-d2bd698
1109.77,1.85302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28558,1.05857,2.08474,qmof-50d8de5
968.767,2.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33131,1.12573,2.33131,qmof-da7388e
952.37,1.18937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07918,0.93226,1.46034,qmof-bc9ad02
1460.82,1.84699,0.0,0.0,0.0,78.0076,0.0534,0.0289119,0.0,0.0,0.0,26.3158,180.144,97.5339,4.02171,1.27342,4.02171,qmof-1b70dc7
1678.03,2.2098,161.427,0.0962,0.0435334,0.0,0.0,0.0,53.2328,317.233,143.558,0.0,0.0,0.0,3.59776,3.05982,3.57837,qmof-e867a05
796.941,2.1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58076,1.57103,2.55189,qmof-f8a32e3
2091.88,1.17016,567.737,0.2714,0.231933,0.0,0.0,0.0,254.031,1214.36,1037.77,0.197118,0.942299,0.805271,5.06566,3.54705,5.0146,REHMEY_clean
5033.59,4.16308,0.0,0.0,0.0,504.869,0.1003,0.0240928,0.0,0.0,0.0,227.566,452.094,108.596,4.42462,2.45686,4.42462,IROHED_clean
1120.9,1.58765,235.501,0.2101,0.132334,0.0,0.0,0.0,84.2158,751.322,473.231,0.0,0.0,0.0,3.7881,2.91924,3.7881,qmof-31b9347
7033.7,0.934204,3433.15,0.4881,0.522477,0.0,0.0,0.0,1575.51,2239.94,2397.7,0.0,0.0,0.0,9.47796,4.22919,9.47796,qmof-f1d156e
9909.03,1.0698,6484.47,0.6544,0.611706,0.0,0.0,0.0,2439.49,2461.88,2301.27,0.0,0.0,0.0,11.18982,6.92715,11.16766,TAZLAJ_clean
25808.2,0.394433,20762.7,0.8045,2.03963,0.0,0.0,0.0,4599.79,1782.29,4518.62,0.0,0.0,0.0,23.70612,22.83851,23.60065,HOMXIR_manual
787.964,2.37918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88756,1.11972,1.87356,qmof-d24ba56
1216.84,1.65675,0.0,0.0,0.0,272.086,0.2236,0.134963,0.0,0.0,0.0,109.064,896.286,540.992,4.22175,2.48697,3.94808,HABZEQ_clean
4194.97,0.902561,1865.92,0.4448,0.49282,0.0,0.0,0.0,733.855,1749.37,1938.23,0.0,0.0,0.0,8.83773,6.27457,8.83773,ASIQEA_clean
800.365,1.95234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59261,1.48698,2.4917,qmof-96f42f3
2001.11,1.55606,0.0,0.0,0.0,324.379,0.1621,0.104173,0.0,0.0,0.0,133.818,668.72,429.751,4.16893,2.76288,4.15366,qmof-b0186a3
1252.84,1.59826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1706,1.21885,2.1706,qmof-e6edf20
1351.96,2.12268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46998,0.79487,1.02766,qmof-b89c781
1553.18,3.21234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01342,1.16614,2.01342,qmof-c49776b
883.733,2.89959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24879,1.20558,2.23558,qmof-549b538
527.042,2.53981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60093,0.86372,1.60066,qmof-0fa2a52
403.853,1.8674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84511,1.35356,1.74903,qmof-6262763
2297.78,1.09568,807.211,0.3513,0.320623,0.0,0.0,0.0,379.559,1651.85,1507.6,0.0,0.0,0.0,5.42772,4.56824,5.2067,UCABAE_clean
8687.27,0.982255,4420.08,0.5088,0.517992,0.0,0.0,0.0,1847.23,2126.37,2164.78,0.0,0.0,0.0,8.38526,7.13294,8.37471,qmof-ba25365
404.49,2.10182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82416,0.78714,1.79317,qmof-26056e4
13085.1,0.935395,6901.06,0.5274,0.563826,0.0,0.0,0.0,3272.46,2500.91,2673.65,0.0,0.0,0.0,7.39572,5.12882,6.84577,IYAKIE_clean
2523.12,1.04034,0.0,0.0,0.0,351.471,0.1393,0.133899,0.0,0.0,0.0,148.684,589.284,566.435,4.112,2.38201,4.112,qmof-277d806
1142.94,1.97851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6341,1.16313,2.62375,qmof-d4ea77a
1696.38,1.48102,375.41,0.2213,0.149424,0.0,0.0,0.0,154.177,908.854,613.667,0.0,0.0,0.0,4.26021,2.97694,4.26021,qmof-4c82229
11774.7,1.48492,1789.75,0.152,0.102362,8.24227,0.0007,0.000471406,1074.22,912.315,614.387,30.1981,25.6467,17.2714,6.18293,5.67651,6.18293,MIFSUR_clean
